业务,客户编码,MDMID,订单编码,订单行号,订单行号代码,结算单编码,结算单行号,收入含税金额,收入不含税金额
零售,601488,10021857,12508819,19,HLB-14f1719a-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508819,17,HLB-14f17267-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508819,16,HLB-14f172cc-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508819,13,HLB-14f172b8-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508819,12,HLB-14f1712a-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508819,11,HLB-14f1716f-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508819,10,HLB-14f171b2-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508819,9,HLB-14f171f8-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508819,7,HLB-14f17213-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508819,5,HLB-14f1727c-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508819,2,HLB-14f17159-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12402386,10,HLB-635c0427-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12402386,9,HLB-635c044f-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12402386,8,HLB-635c03fd-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12402386,7,HLB-635c0413-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12402386,6,HLB-635c043d-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12402386,5,HLB-635c04b4-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12402386,4,HLB-635c048b-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12402386,3,HLB-635c0478-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12402386,2,HLB-635c04a1-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12402386,1,HLB-635c0462-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,15,HLB-0deacf32-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,14,HLB-0deacf7b-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,13,HLB-0deacf0e-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,11,HLB-0deacfdf-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,10,HLB-0dead04e-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,9,HLB-0deacfc7-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,8,HLB-0dead024-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,7,HLB-0dead00b-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,6,HLB-0deacfb0-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,5,HLB-0deacef5-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,4,HLB-0deacf97-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,3,HLB-0dead062-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,2,HLB-0deacff5-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375044,1,HLB-0dead03a-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,35,HLB-0dc87386-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,34,HLB-0dc87239-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,33,HLB-0da02ab1-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,32,HLB-0dc87370-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,31,HLB-0da02a9c-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,30,HLB-0da02a73-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,29,HLB-0dc87257-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,28,HLB-0dc873c9-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,27,HLB-0dc8731f-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,26,HLB-0da02a60-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,25,HLB-0da02a4b-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,24,HLB-0dc870d7-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,23,HLB-0dc872ef-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,22,HLB-0dc872a5-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,21,HLB-0dc871e6-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,20,HLB-0dc871d0-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,19,HLB-0dc87358-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,18,HLB-0dc87126-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,17,HLB-0da02a88-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12375042,16,HLB-0dc87161-4f18-11f0-8cdb-0c42a112278c,ZRTC20260424025,12,-400.26,-354.21
零售,601488,10021857,12508824,39,HLB-15befbf3-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,35,HLB-15dfd915-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,31,HLB-15dfd8e1-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,25,HLB-15befc21-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,23,HLB-15dfd8cb-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,22,HLB-15dfd977-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,19,HLB-15dfd8fc-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,18,HLB-15befc0c-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,17,HLB-15dfd883-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,13,HLB-15dfd98f-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,11,HLB-15dfd95e-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,9,HLB-15befbca-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,7,HLB-15befbb2-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,6,HLB-15befc60-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,5,HLB-15befc73-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,4,HLB-15befbdf-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,3,HLB-15befc49-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,2,HLB-15befc34-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508824,1,HLB-15dfd944-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12658730,40,HLB-d5ab0aa2-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,37,HLB-d5ab091e-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,35,HLB-d5ab0869-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,33,HLB-d5ab0ace-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,32,HLB-d5ab0952-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,30,HLB-d5ab08e5-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,27,HLB-d5ab09e2-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,24,HLB-d5ab0935-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,22,HLB-d5ab0a3c-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,21,HLB-d5ab09f6-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,20,HLB-d5ab08ff-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,16,HLB-d5ab09c8-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,15,HLB-d5ab0a6b-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,14,HLB-d5ab0ab8-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,12,HLB-d5ab09ac-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,11,HLB-d5ab0a87-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,8,HLB-d5ab0967-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,7,HLB-d5ab097b-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,6,HLB-d5ab08cb-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12658730,1,HLB-d5ab0a54-6a84-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,477.32,422.41
零售,601488,10021857,12556053,1,HLB-93a0dd3d-5e23-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508842,6,HLB-17504357-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508842,4,HLB-1750433f-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508842,3,HLB-1750436d-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12508842,1,HLB-17504381-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,20,HLB-7fc891ff-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,19,HLB-7fc892bd-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,18,HLB-7fc891ea-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,17,HLB-7fc89191-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,16,HLB-7fc8923d-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,15,HLB-7fc891b9-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,14,HLB-7fc89164-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,13,HLB-7fc891a6-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,12,HLB-7fc892d1-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,11,HLB-7fc89151-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,10,HLB-7fc89269-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,8,HLB-7fc891d1-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,7,HLB-7fc89255-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,6,HLB-7fc89214-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,5,HLB-7fc8927f-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,4,HLB-7fc892aa-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,3,HLB-7fc8917a-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,2,HLB-7fc89297-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12287987,1,HLB-7fc892e6-4a68-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12506579,40,HLB-ab94d34e-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12506579,35,HLB-ab94d1eb-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12506579,34,HLB-ab94d1b9-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12506579,33,HLB-ab94d25c-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12506579,32,HLB-ab94d29f-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,20,HLB-edfbe666-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,19,HLB-edfbe5be-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,15,HLB-edfbe7b0-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,14,HLB-edfbe6cf-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,12,HLB-edfbe680-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,10,HLB-edfbe73b-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,8,HLB-edfbe64a-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,7,HLB-edfbe76c-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,6,HLB-edfbe800-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,5,HLB-edfbe79d-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12518909,1,HLB-edfbe7eb-58a4-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12377684,10,HLB-eca5a045-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12377684,9,HLB-eca59fcf-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12377684,8,HLB-eca59ff6-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12377684,7,HLB-eca5a07f-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12377684,6,HLB-eca5a01e-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12377684,5,HLB-eca5a058-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12377684,4,HLB-eca5a06c-4f2f-11f0-8cdb-0c42a112278c,ZRTC20260424025,4,-477.32,-422.41
零售,601488,10021857,12516720,34,HLB-29b1af83-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,33,HLB-2992c5f7-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,32,HLB-29b1ad7e-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,31,HLB-29b1b0a4-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,29,HLB-29b1b021-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,28,HLB-29b1ac84-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,27,HLB-29b1addf-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,26,HLB-29b1ace4-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,23,HLB-2992c64d-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,21,HLB-29b1af2f-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,20,HLB-29b1ae61-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,18,HLB-29d29c04-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,17,HLB-29d29c37-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,15,HLB-29b1ad4f-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,13,HLB-29d29bce-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,10,HLB-29d29ca6-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,7,HLB-2992c625-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,2,HLB-2992c69d-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12516720,1,HLB-29b1b07a-5880-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,40,HLB-d8f33a10-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,37,HLB-d8f339b5-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,35,HLB-d8f33b24-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,34,HLB-d8f33b48-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,33,HLB-d8f339c9-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,31,HLB-d8f33afd-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,30,HLB-d8f33a55-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,27,HLB-d8f33b5c-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,25,HLB-d8f33a80-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,24,HLB-d8f33abe-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,23,HLB-d8f339f6-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,16,HLB-d8f33a41-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,15,HLB-d8f33a28-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,13,HLB-d8f33aea-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,11,HLB-d8f339e2-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,7,HLB-d8f33aa9-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,5,HLB-d8f33b11-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,4,HLB-d8f33a95-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,2,HLB-d8f33ad3-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12431432,1,HLB-d8f33a6b-525d-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12402387,10,HLB-635c0556-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12402387,9,HLB-635c0504-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12402387,8,HLB-635c052d-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12402387,7,HLB-635c0543-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12402387,6,HLB-635c0569-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12402387,5,HLB-635c04c8-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12402387,4,HLB-635c04f1-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12402387,3,HLB-635c0519-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12402387,2,HLB-635c057c-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12402387,1,HLB-635c04dd-50be-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12508817,20,HLB-14ccfed1-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12508817,18,HLB-14ccff39-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12508817,16,HLB-14ccff9d-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12508817,15,HLB-14ccff4e-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12508817,14,HLB-14ccfefc-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12508817,12,HLB-14ccff61-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12508817,11,HLB-14ccff88-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12508817,10,HLB-14ccff75-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12508817,9,HLB-14ccfee6-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12508817,6,HLB-14ccff0f-570e-11f0-8cdb-0c42a112278c,ZRTC20260424025,21,-282.06,-249.61
零售,601488,10021857,12506583,18,HLB-abfc0511-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.95,-249.51
零售,601488,10021857,12506583,17,HLB-abfc0538-56e9-11f0-8cdb-0c42a112278c,ZRTC20260424025,20,-281.3,-248.94
